Body,muscle,exercise,equipment,resource
waist,RectusAbdominis,Lever Lying Leg-Hip Raise (plate loaded),Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVLyingLegHipRaise
waist,RectusAbdominis,Lever Seated Leg Raise Crunch (plate loaded),Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVSeatedLegRaiseCrunchPL
waist,RectusAbdominis,Lever Vertical Leg-Hip Raise (plate loaded),Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVVerticalLegHipRaise
waist,RectusAbdominis,Lever Lying Crunch,Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVLyingCrunch
waist,RectusAbdominis,Lever Push Crunch,Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVPushCrunch
waist,RectusAbdominis,Lever Seated Crunch,Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVSeatedCrunch
waist,RectusAbdominis,Lever Seated Crunch (arm bar),Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVSeatedCrunchArmBar
waist,RectusAbdominis,Lever Seated Crunch (arm pad),Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVSeatedCrunchArmPad
waist,RectusAbdominis,Lever Seated Crunch (chest pad),Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVSeatedCrunchChestPad
waist,RectusAbdominis,Lever Seated Leg Raise Crunch,Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVSeatedLegRaiseCrunch
waist,RectusAbdominis,Lever Side Lying Leg Hip Raise,Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVSideLyingLegHipRaise
waist,RectusAbdominis,Sled Leg Hip Raise (ab coaster),Sled,https://exrx.net/WeightExercises/RectusAbdominis/SLLegHipRaise
waist,RectusAbdominis,Weighted Crunch,Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtCrunch
waist,RectusAbdominis,Weighted Crunch (plate on chest),Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtCrunchX
waist,RectusAbdominis,Weighted Crunch (on stability ball),Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtBallCrunch
waist,RectusAbdominis,Weighted Overhead Crunch (on stability ball),Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtOverheadBallCrunch
waist,RectusAbdominis,Weighted Incline Crunch,Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtInclineCrunch
waist,RectusAbdominis,Weighted Incline Crunch (arms crossed),Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtInclineCrunchX
waist,RectusAbdominis,Weighted Incline Sit-up,Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtInclineSitUp
waist,RectusAbdominis,Weighted Incline Sit-up (arms crossed),Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtInclineSitUpX
waist,RectusAbdominis,Medicine Ball Overhead Throw Sit-up (machine),MedicineBall,https://exrx.net/WeightExercises/RectusAbdominis/MBSitUp
waist,RectusAbdominis,Medicine Ball Chest Throw Sit-up (machine),MedicineBall,https://exrx.net/WeightExercises/RectusAbdominis/MBSitUpChest
waist,RectusAbdominis,Weighted Sit-up,Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtSitUp
waist,RectusAbdominis,Weighted Sit-up (arms crossed),Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtSitUpX
waist,RectusAbdominis,Weighted Hanging Leg-Hip Raise,Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtHangingLegHipRaise
waist,RectusAbdominis,Weighted Incline Leg-Hip Raise,Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtInclineLegHipRaise
waist,RectusAbdominis,Weighted Lying Leg-Hip Raise,Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtLegHipRaise
waist,RectusAbdominis,Weighted Vertical Leg-Hip Raise,Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtVerticalLegHipRaise
waist,RectusAbdominis,Weighted Vertical Leg-Hip Raise (Bosu support),Weight,https://exrx.net/WeightExercises/RectusAbdominis/WTVerticalLegHipRaiseBosa
waist,RectusAbdominis,Weighted Vertical Leg-Hip Raise (on parallel bars),Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtVerticalLegHipRaisePB
waist,Obliques,Cable Standing Twisting Crunch,Cable,https://exrx.net/WeightExercises/Obliques/CBStandingTwistingCrunch
waist,Obliques,Lever Seated Twisting Leg Raise Crunch (plate loaded),Lever,https://exrx.net/WeightExercises/Obliques/LVSeatedTwistingLegRaiseCrunch
waist,Obliques,Weighted Incline Twisting Crunch (arms crossed),Weight,https://exrx.net/WeightExercises/Obliques/WtInclineTwistingCrunch
waist,Obliques,Weighted Side Crunch,Weight,https://exrx.net/WeightExercises/Obliques/WtSideCrunch
waist,Obliques,Weighted Side Crunch (on stability ball),Weight,https://exrx.net/WeightExercises/Obliques/WTSideCrunchOnBall
waist,Obliques,Weighted Twisting Crunch,Weight,https://exrx.net/WeightExercises/Obliques/WtTwistingCrunch
waist,Obliques,Weighted Twisting Crunch (on stability ball),Weight,https://exrx.net/WeightExercises/Obliques/WtTwistingBallCrunch
waist,Obliques,Weighted Incline Twisting Situp,Weight,https://exrx.net/WeightExercises/Obliques/WtInclineTwistingSitUp
waist,Obliques,Weighted Incline Twisting Situp (arms crossed),Weight,https://exrx.net/WeightExercises/Obliques/WtInclineTwistingSitUpX
waist,Obliques,Weighted Twisting Situp,Weight,https://exrx.net/WeightExercises/Obliques/WtTwistingSitUp
waist,Obliques,Weighted Twisting Situp (arms crossed),Weight,https://exrx.net/WeightExercises/Obliques/WtTwistingSitUpX
waist,RectusAbdominis,Crunch,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWCrunch
waist,RectusAbdominis,Crunch (arms crossed),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWCrunchX
waist,RectusAbdominis,Crunch (arms down),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWCrunchAD
waist,RectusAbdominis,Crunch Up,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWCrunchUp
waist,RectusAbdominis,Incline Crunch,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWInclineCrunch
waist,RectusAbdominis,Incline Crunch (arms down),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWInclineCrunchDown
waist,RectusAbdominis,Ball Crunch (on stability ball),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWBallCrunch
waist,RectusAbdominis,"Crunch (on stability ball, arms crossed)",BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWBallCrunchX
waist,RectusAbdominis,Jack-knife Sit-up,Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtJackKnifeSitUp
waist,RectusAbdominis,Hanging Leg-Hip Raise,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWHangingLegHipRaise
waist,RectusAbdominis,Hanging Straight Leg-Hip Raise,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWHangingStraightLegHipRaise
waist,RectusAbdominis,Incline Leg-Hip Raise,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWInclineLegHipRaise
waist,RectusAbdominis,Lying Leg-Hip Raise,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWLyingLegHipRaise
waist,RectusAbdominis,Leg-Hip Raise (on stability ball),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWLegHipRaiseExBall
waist,RectusAbdominis,Vertical Leg-Hip Raise,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWVerticalLegHipRaise
waist,RectusAbdominis,Vertical Leg-Hip Raise (parallel bars),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWVerticalLegHipRaisePB
waist,RectusAbdominis,Vertical Straight Leg-Hip Raise (parallel bars),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWVertStraightLegHipRaisePB
waist,RectusAbdominis,Vertical Leg-Hip Raise (Bosu support),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWVerticalLegHipRaiseBosa
waist,RectusAbdominis,Incline Sit-up,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWInclineSitUp
waist,RectusAbdominis,Incline Sit-up (arms crossed),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWInclineSitUpX
waist,RectusAbdominis,Inverted Sit-up,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWInvertedSitup
waist,RectusAbdominis,Sit-up,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWSitUp
waist,RectusAbdominis,Sit-up (arms crossed),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWSitUpX
waist,RectusAbdominis,Sit-up (arms down),BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWSitUpAD
waist,RectusAbdominis,V-up,Weight,https://exrx.net/WeightExercises/RectusAbdominis/WtVUp
waist,RectusAbdominis,Suspended Jack-knife,Suspended,https://exrx.net/WeightExercises/RectusAbdominis/STJackknife
waist,RectusAbdominis,Suspended Jack-knife Pike,Suspended,https://exrx.net/WeightExercises/RectusAbdominis/STJackknifePike
waist,RectusAbdominis,Suspended Pull Through,Suspended,https://exrx.net/WeightExercises/RectusAbdominis/STPullThrough
waist,RectusAbdominis,Suspended Rollout,Suspended,https://exrx.net/WeightExercises/RectusAbdominis/STRollout
waist,RectusAbdominis,Front Plank,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWFrontPlank
waist,RectusAbdominis,Stability Ball Rollout,BodyWeight,https://exrx.net/WeightExercises/RectusAbdominis/BWBallRollout
waist,Transverse,Abdominal Vacuum,BodyWeight,https://exrx.net/WeightExercises/TransverseAbdominus/AbdominalVacuum
waist,Obliques,Cable Kneeling Twisting Crunch,Cable,https://exrx.net/WeightExercises/Obliques/CBKneelingTwistingCrunch
waist,Obliques,Cable Russian Twist (on stability ball),Cable,https://exrx.net/WeightExercises/Obliques/CBRussianTwistBall
waist,Obliques,Cable Side Bend,Cable,https://exrx.net/WeightExercises/Obliques/CBSideBend
waist,Obliques,Cable Side Crunch,Cable,https://exrx.net/WeightExercises/Obliques/CBSideCrunch
waist,Obliques,Cable Seated Twist,Cable,https://exrx.net/WeightExercises/Obliques/CBSeatedTwist
waist,Obliques,Cable Seated Cross Arm Twist,Cable,https://exrx.net/WeightExercises/Obliques/CBCrossArmTwist
waist,Obliques,Cable Standing Twisting Crunch (single side),Cable,https://exrx.net/WeightExercises/Obliques/CBStandingTwistingCrunchSingle
waist,Obliques,Cable Twist,Cable,https://exrx.net/WeightExercises/Obliques/CBTwist
waist,Obliques,Cable Twist (down up),Cable,https://exrx.net/WeightExercises/Obliques/CBDownUpTwist
waist,Obliques,Cable Twist (up down),Cable,https://exrx.net/WeightExercises/Obliques/CBUpDownTwist
waist,Obliques,Dumbbell 45�X Side Bend,Dumbbell,https://exrx.net/WeightExercises/Obliques/DB45SideBend
waist,Obliques,Dumbbell Russian Twist (on stability ball),Dumbbell,https://exrx.net/WeightExercises/Obliques/DBRussianTwistBall
waist,Obliques,Dumbbell Side Bend,Dumbbell,https://exrx.net/WeightExercises/Obliques/DBSideBend
waist,Obliques,Lever Barbell Side Bend (plate loaded),Lever,https://exrx.net/WeightExercises/Obliques/LVBBSideBend
waist,Obliques,Lever Seated Side Leg Raise Crunch (plate loaded),Lever,https://exrx.net/WeightExercises/Obliques/LVSeatedSideLegRaiseCrunch
waist,Obliques,Lever Kneeling Twist,Lever,https://exrx.net/WeightExercises/Obliques/LVKneelingTwist
waist,Obliques,Lever Lying Twist,Lever,https://exrx.net/WeightExercises/Obliques/LVLyingTwist
waist,Obliques,Lever Seated Side Bend,Lever,https://exrx.net/WeightExercises/Obliques/LVSeatedSideBend
waist,Obliques,Lever Seated Twist,Lever,https://exrx.net/WeightExercises/Obliques/LVTwist
waist,Obliques,Lever Seated Twist,Lever,https://exrx.net/WeightExercises/Obliques/LVTwistLower
waist,Obliques,Lever Seated Twist,Lever,https://exrx.net/WeightExercises/Obliques/LVTwistAltMach
waist,Obliques,Lever Seated Twist (gripless),Lever,https://exrx.net/WeightExercises/Obliques/LVTwistGripless
waist,Obliques,Lever Seated Side Crunch,Lever,https://exrx.net/WeightExercises/Obliques/LVSideCrunch
waist,Obliques,Lever Standing Side Bend,Lever,https://exrx.net/WeightExercises/Obliques/LVStandingSideBend
waist,Obliques,Sled Side Leg Hip Raise (ab coaster),Sled,https://exrx.net/WeightExercises/Obliques/SLSideHipRaiseAbCoaster
waist,Obliques,Weighted Lying Twist,Weight,https://exrx.net/WeightExercises/Obliques/WtLyingTwist
waist,Obliques,Weighted Bent-knee Lying Twist,Weight,https://exrx.net/WeightExercises/Obliques/WtBentKneeLyingTwist
waist,Obliques,Weighted Russian Twist (on stability ball),Weight,https://exrx.net/WeightExercises/Obliques/WTRussianTwistBall
waist,Obliques,Weighted 45�X Side Bend,Weight,https://exrx.net/WeightExercises/Obliques/WT45SideBend
waist,Obliques,Weighted Side Bend (on stability ball),Weight,https://exrx.net/WeightExercises/Obliques/WTBallSideBend
waist,ErectorSpinae,Dumbbell One Arm Straight Leg Deadlift,Dumbbell,https://exrx.net/WeightExercises/ErectorSpinae/DBOneArmStraightLegDeadlift
waist,Obliques,Angled Side Bridge,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWAngledSideBridge
waist,Obliques,Lying Twist,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWLyingTwist
waist,Obliques,Bent-knee Lying Twist,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWBentKneeLyingTwist
waist,Obliques,Plank Twist (on stability ball),BodyWeight,https://exrx.net/WeightExercises/Obliques/BWExerciseBallPlankTwist
waist,Obliques,Side Bend (on stability ball),BodyWeight,https://exrx.net/WeightExercises/Obliques/BWBallSideBend
waist,Obliques,Side Bridge,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWSideBridge
waist,Obliques,Bent Knee Side Bridge,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWBentKneeSideBridge
waist,Obliques,Incline Twisting Situp,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWInclineTwistingSitUp
waist,Obliques,Incline Twisting Situp (arms crossed),BodyWeight,https://exrx.net/WeightExercises/Obliques/BWInclineTwistingSitUpX
waist,Obliques,Twisting Situp,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWTwistingSitUp
waist,Obliques,Twisting Situp (arms crossed),BodyWeight,https://exrx.net/WeightExercises/Obliques/BWTwistingSitUpX
waist,Obliques,Incline Twisting Crunch,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWInclineTwistingCrunch
waist,Obliques,Incline Twisting Crunch (arms crossed),BodyWeight,https://exrx.net/WeightExercises/Obliques/BWInclineTwistingCrunchX
waist,Obliques,Side Crunch,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWSideCrunch
waist,Obliques,Side Crunch (on stability ball),BodyWeight,https://exrx.net/WeightExercises/Obliques/BWSideCrunchOnBall
waist,Obliques,Twisting Crunch,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWTwistingCrunch
waist,Obliques,Twisting Crunch (arms crossed),BodyWeight,https://exrx.net/WeightExercises/Obliques/BWTwistingCrunchX
waist,Obliques,Twisting Crunch (on stability ball),BodyWeight,https://exrx.net/WeightExercises/Obliques/BWTwistingBallCrunch
waist,Obliques,Suspended Side Bend,Suspended,https://exrx.net/WeightExercises/Obliques/STSideBend
waist,Obliques,Suspended Side Bridge,Suspended,https://exrx.net/WeightExercises/Obliques/STSideBridge
waist,Obliques,Suspended Twist,Suspended,https://exrx.net/WeightExercises/Obliques/STTwist
waist,Obliques,Suspended Twisting Jack-knife,Suspended,https://exrx.net/WeightExercises/Obliques/STTwistingJackknife
waist,Obliques,Side Plank,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWSidePlank
waist,Obliques,Bent Knee Side Plank,BodyWeight,https://exrx.net/WeightExercises/Obliques/BWBentKneeSidePlank
waist,ErectorSpinae,Barbell Hyperextension,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBHyperextension
waist,ErectorSpinae,Barbell Back Extension (on hyperextension apparatus),Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBBackExtension
waist,ErectorSpinae,Barbell 45�X Hyperextension,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BB45Hyperextension
waist,ErectorSpinae,Barbell 45�X Back Extension (on hyperextension apparatus),Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BB45BackExtension
waist,ErectorSpinae,Barbell Bent Knee Good-morning,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBBentKneeGoodMorning
waist,ErectorSpinae,Barbell Deadlift,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBDeadlift
waist,ErectorSpinae,Barbell Block Pull,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBBlockPull
waist,ErectorSpinae,Barbell Deficit Deadlift,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBDeficitDeadlift
waist,ErectorSpinae,Barbell Rack Pull,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBRackPull
waist,ErectorSpinae,Barbell Sumo Deadlift,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBSumoDeadlift
waist,ErectorSpinae,Barbell Sumo Block Pull,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBSumoBlockPull
waist,ErectorSpinae,Barbell Stiff Leg Deadlift,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBStiffLegDeadlift
waist,ErectorSpinae,Barbell Straight Leg Deadlift,Barbell,https://exrx.net/WeightExercises/ErectorSpinae/BBStraightLegDeadlift
waist,ErectorSpinae,Trap Bar Deadlift,TrapBar,https://exrx.net/WeightExercises/ErectorSpinae/TBDeadlift
waist,ErectorSpinae,Trap Bar Stiff Leg Deadlift,TrapBar,https://exrx.net/WeightExercises/ErectorSpinae/TBStiffLegDeadlift
waist,ErectorSpinae,Trap Bar Straight Leg Deadlift,TrapBar,https://exrx.net/WeightExercises/ErectorSpinae/TBStraightLegDeadlift
waist,ErectorSpinae,Cable Stiff Leg Deadlift,Cable,https://exrx.net/WeightExercises/ErectorSpinae/CBStiffLegDeadlift
waist,ErectorSpinae,Cable Straight Leg Deadlift,Cable,https://exrx.net/WeightExercises/ErectorSpinae/CBStraightLegDeadlift
waist,ErectorSpinae,Dumbbell Straight Leg Deadlift,Dumbbell,https://exrx.net/WeightExercises/ErectorSpinae/DBStraightLegDeadlift
waist,ErectorSpinae,Lever Deadlift (plate loaded),Lever,https://exrx.net/WeightExercises/ErectorSpinae/LVDeadlift
waist,ErectorSpinae,Lever Stiff Leg Deadlift (plate loaded),Lever,https://exrx.net/WeightExercises/ErectorSpinae/LVStiffLegDeadlift
waist,ErectorSpinae,Lever Straight Leg Deadlift (plate loaded),Lever,https://exrx.net/WeightExercises/ErectorSpinae/LVStraightLegDeadlift
waist,ErectorSpinae,Lever Back Extension,Lever,https://exrx.net/WeightExercises/ErectorSpinae/LVBackExtensionN
waist,ErectorSpinae,Lever Back Extension,Lever,https://exrx.net/WeightExercises/ErectorSpinae/LVBackExtension
waist,ErectorSpinae,Lever Back Extension,Lever,https://exrx.net/WeightExercises/ErectorSpinae/LVBackExtensionMedEx
waist,ErectorSpinae,Lever Kneeling Back Extension,Lever,https://exrx.net/WeightExercises/ErectorSpinae/LVKneelingBackExtension
waist,ErectorSpinae,Smith Bent Knee Good-morning,Smith,https://exrx.net/WeightExercises/ErectorSpinae/SMBentKneeGoodMorning
waist,ErectorSpinae,Smith Deadlift,Smith,https://exrx.net/WeightExercises/ErectorSpinae/SMDeadlift
waist,ErectorSpinae,Smith Stiff Leg Deadlift,Smith,https://exrx.net/WeightExercises/ErectorSpinae/SMStiffLegDeadlift
waist,ErectorSpinae,Smith Straight Leg Deadlift,Smith,https://exrx.net/WeightExercises/ErectorSpinae/SMStraightLegDeadlift
waist,ErectorSpinae,Weighted Hyperextension,Weight,https://exrx.net/WeightExercises/ErectorSpinae/WtHyperextension
waist,ErectorSpinae,Weighted Back Extension (on hyperextension apparatus),Weight,https://exrx.net/WeightExercises/ErectorSpinae/WtBackExtension
waist,ErectorSpinae,Weighted Back Extension (on stability ball),Weight,https://exrx.net/WeightExercises/ErectorSpinae/WtBallHyperextension
waist,ErectorSpinae,Weighted 45�X Hyperextension,Weight,https://exrx.net/WeightExercises/ErectorSpinae/Wt45Hyperextension
waist,ErectorSpinae,Weighted 45�X Back Extension (on hyperextension apparatus),Weight,https://exrx.net/WeightExercises/ErectorSpinae/Wt45BackExtension
waist,ErectorSpinae,"Back Extension (on stability ball, arms down)",BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWHyperextensionBall
waist,ErectorSpinae,"Back Extension (on stability ball, arms crossed)",BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWHyperextensionBallArmsCrossed
waist,ErectorSpinae,"Back Extension (on stability ball, arms up)",BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWHyperextensionBallArmsUp
waist,ErectorSpinae,Bird Dog,BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWBirdDog
waist,ErectorSpinae,Alternating Bird Dog,BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWAlternatingBirdDog
waist,ErectorSpinae,Bird Dog (on stability ball),BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWBirdDogExBall
waist,ErectorSpinae,Alternating Bird Dog (on exercise ball),BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWAlternatingBirdDogExBall
waist,ErectorSpinae,Hanging Hyperextension,BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWHangingHyperextension
waist,ErectorSpinae,Hyperextension,BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWHyperextensionHead
waist,ErectorSpinae,Hyperextension (arms crossed),BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWHyperextensionX
waist,ErectorSpinae,Hyperextension (hands behind hips),BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/BWHyperextensionHips
waist,ErectorSpinae,Superman,BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/Superman
waist,ErectorSpinae,Contralateral Superman,BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/ContraLateralSuperman
waist,ErectorSpinae,Suspended Hyperextension,Suspended,https://exrx.net/WeightExercises/ErectorSpinae/STHyperextension
waist,ErectorSpinae,Suspended Pull Through,Suspended,https://exrx.net/WeightExercises/ErectorSpinae/STPullThrough
waist,ErectorSpinae,Rear Decline Bridge,BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/RearDeclinePlank
waist,ErectorSpinae,Rear Incline Bridge,BodyWeight,https://exrx.net/WeightExercises/ErectorSpinae/RearInclinePlank
hips,GluteusMaximus,Barbell Bent Knee Good-morning,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBBentKneeGoodMorning
hips,GluteusMaximus,Barbell Seated Good-morning,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSeatedGoodMorning
hips,GluteusMaximus,Barbell Deadlift,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBDeadlift
hips,GluteusMaximus,Barbell Block Pull,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBBlockPull
hips,GluteusMaximus,Barbell Deficit Deadlift,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBDeficitDeadlift
hips,GluteusMaximus,Barbell Rack Pull,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBRackPull
hips,GluteusMaximus,Barbell Sumo Deadlift,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSumoDeadlift
hips,GluteusMaximus,Barbell Sumo Block Pull,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSumoBlockPull
hips,GluteusMaximus,Barbell Stiff Leg Deadlift,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBStiffLegDeadlift
hips,GluteusMaximus,Barbell Single Leg Stiff-leg Deadlift,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSingleLegStiffLegDeadlift
hips,GluteusMaximus,Barbell Straight-back Stiff-leg Deadlift,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBStrBackStiffLegDeadlift
hips,GluteusMaximus,Barbell Hip Thrust,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBHipThrust
hips,GluteusMaximus,Barbell Lunge,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBLunge
hips,GluteusMaximus,Barbell Rear Lunge,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBRearLunge
hips,GluteusMaximus,Barbell Side Lunge,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSideLunge
hips,GluteusMaximus,Barbell Walking Lunge,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBWalkingLunge
hips,GluteusMaximus,Barbell Single Leg Split Squat,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSingleLegSplitSquat
hips,GluteusMaximus,Barbell Side Split Squat,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSideSplitSquat
hips,GluteusMaximus,Barbell Single Leg Squat,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSingleLegSquat
hips,GluteusMaximus,Barbell Split Squat,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSplitSquat
hips,GluteusMaximus,Barbell Squat (low bar),Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSquat
hips,GluteusMaximus,Barbell Box Squat,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBBoxSquat
hips,GluteusMaximus,Barbell Front Squat,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBFrontSquat
hips,GluteusMaximus,Barbell Full Squat,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBFullSquat
hips,GluteusMaximus,Barbell Hack Squat,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBHackSquat
hips,GluteusMaximus,Safety Barbell Squat,SafetyBarbell,https://exrx.net/WeightExercises/GluteusMaximus/SBSquat
hips,GluteusMaximus,Safety Barbell Squat (long handles),SafetyBarbell,https://exrx.net/WeightExercises/GluteusMaximus/SBSquatHandles
hips,GluteusMaximus,Safety Barbell Squat (self-spotting),SafetyBarbell,https://exrx.net/WeightExercises/GluteusMaximus/SBSquatSelfSpot
hips,GluteusMaximus,Trap Bar Squat,TrapBar,https://exrx.net/WeightExercises/GluteusMaximus/TBSquat
hips,GluteusMaximus,Barbell Squat (with chains),Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBSquatChains
hips,GluteusMaximus,Barbell Zercher Squat,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBZercherSquat
hips,GluteusMaximus,Barbell Step-up,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBStepUp
hips,GluteusMaximus,Barbell Lateral Step-up,Barbell,https://exrx.net/WeightExercises/GluteusMaximus/BBLateralStepUp
hips,GluteusMaximus,Trap Bar Deadlift,TrapBar,https://exrx.net/WeightExercises/GluteusMaximus/TBDeadlift
hips,GluteusMaximus,Trap Bar Stiff Leg Deadlift,TrapBar,https://exrx.net/WeightExercises/GluteusMaximus/TBStiffLegDeadlift
hips,GluteusMaximus,Trap Bar Straight-back Stiff-leg Deadlift,TrapBar,https://exrx.net/WeightExercises/GluteusMaximus/TBStrBackStiffLegDeadlift
hips,GluteusMaximus,Cable Rear Lunge,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBRearLunge
hips,GluteusMaximus,Cable Rear Step-down Lunge,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBRearStepdownLunge
